Age,Gender,District,Region,Location Type,Customer Type,Employment Status,Income Level,Education Level,Tenure,Balance,Credit Score,Outstanding Loans,Num Of Products,Mobile Banking Usage,Number of Transactions per Month,Num Of Complaints,Proximity to Nearest Branch or ATM (km),Mobile Network Quality,Owns Mobile Phone
65,Female,Ntchisi,Central,Semi Urban,Corporate,Employed,175349,Primary,25,1689758,510,1129771,6,Yes,7,1,10.7,Good,Yes
51,Female,Machinga,Southern,Semi Urban,SME,Employed,261433,Primary,30,2551564,788,1741836,4,Yes,8,2,8.0,Fair,Yes
20,Male,Nsanje,Southern,Urban,Corporate,Self Employed,534204,Secondary,2,2336477,602,323537,5,Yes,18,3,2.4,Good,Yes
69,Male,Balaka,Southern,Urban,Corporate,Employed,187368,Primary,27,1761218,478,2176209,3,Yes,19,3,0.9,Fair,Yes
84,Male,Zomba,Southern,Urban,Corporate,Not Employed,93183,Secondary,4,2061357,840,1723119,4,Yes,18,8,1.4,Fair,Yes
96,Female,Dedza,Central,Urban,SME,Employed,822987,Tertiary,25,2599371,746,832077,7,Yes,11,5,0.9,Good,Yes
71,Male,Nsanje,Southern,Urban,Corporate,Employed,664107,Secondary,23,422568,833,1826729,2,Yes,17,3,1.6,Good,Yes
61,Female,Likoma,Northern,Urban,Corporate,Self Employed,22695,Primary,25,2344654,779,1817132,4,Yes,11,6,1.6,Good,Yes
81,Female,Phalombe,Southern,Semi Urban,SME,Self Employed,1820369,Tertiary,21,3235598,776,1245052,1,Yes,9,5,13.4,Fair,Yes
32,Female,Ntchisi,Central,Urban,Corporate,Self Employed,578467,Secondary,13,3339401,525,652914,6,Yes,11,5,5.0,Good,Yes
96,Female,Dedza,Central,Semi Urban,Corporate,Employed,48091,Primary,5,3261490,810,1000284,6,Yes,7,8,11.3,Poor,Yes
48,Male,Rumphi,Northern,Urban,Corporate,Employed,350680,Secondary,8,1162640,487,190596,5,Yes,15,3,3.9,Fair,Yes
28,Male,Dowa,Central,Urban,Corporate,Self Employed,2198059,Tertiary,6,3550466,828,1422686,1,Yes,10,1,4.5,Good,Yes
33,Male,Lilongwe,Central,Urban,SME,Employed,995442,Secondary,7,1481326,826,1794821,4,Yes,17,4,4.1,Fair,Yes
64,Female,Machinga,Southern,Urban,Corporate,Self Employed,595769,Secondary,15,918488,772,1338164,5,Yes,14,2,5.0,Fair,Yes
40,Female,Nkhata Bay,Northern,Semi Urban,Corporate,Not Employed,20211,Primary,27,3469335,635,1154282,5,Yes,14,7,8.2,Fair,Yes
37,Male,Balaka,Southern,Semi Urban,Corporate,Self Employed,1171064,Tertiary,13,972658,796,1779171,7,Yes,11,2,5.6,Fair,Yes
18,Female,Nkhata Bay,Northern,Urban,Corporate,Self Employed,148138,Primary,7,3636102,737,1418084,6,Yes,14,1,1.2,Good,Yes
79,Female,Thyolo,Southern,Urban,Corporate,Employed,198515,Secondary,21,2344483,432,2144596,6,Yes,13,5,0.6,Good,Yes
85,Male,Ntcheu,Central,Urban,SME,Employed,464971,Secondary,8,3677010,735,2140349,2,Yes,14,3,4.2,Good,Yes
35,Male,Dedza,Central,Urban,SME,Employed,199783,Primary,10,2806315,734,1633085,6,Yes,16,4,1.6,Fair,Yes
72,Male,Salima,Central,Urban,Corporate,Employed,968634,Secondary,29,3618020,442,1389318,5,Yes,13,5,1.1,Good,Yes
21,Female,Nkhata Bay,Northern,Semi Urban,Corporate,Employed,172898,Primary,7,3145530,761,1132317,7,Yes,12,5,13.7,Fair,Yes
86,Female,Thyolo,Southern,Semi Urban,SME,Employed,192325,Primary,23,2255724,764,656516,5,Yes,7,3,14.4,Good,Yes
91,Female,Nkhotakota,Central,Semi Urban,Corporate,Not Employed,24355,Primary,16,1547601,647,694802,1,Yes,12,7,14.7,Poor,Yes
60,Female,Nsanje,Southern,Urban,Corporate,Employed,2012879,Tertiary,26,1690938,479,474579,1,Yes,14,2,1.1,Poor,Yes
90,Female,Ntcheu,Central,Urban,SME,Self Employed,140361,Primary,30,3140722,764,1625590,6,Yes,12,1,4.0,Fair,Yes
74,Male,Zomba,Southern,Urban,SME,Self Employed,621013,Secondary,25,2183958,780,978288,1,Yes,16,4,2.5,Good,Yes
83,Female,Lilongwe,Central,Urban,SME,Employed,226638,Secondary,19,2927000,716,1045556,5,Yes,12,4,1.3,Good,Yes
85,Female,Likoma,Northern,Urban,Corporate,Self Employed,177546,Primary,29,2870705,508,809959,2,Yes,20,2,2.9,Good,Yes
52,Male,Machinga,Southern,Urban,Corporate,Self Employed,299135,Secondary,22,2026964,369,1483697,3,Yes,20,1,2.9,Good,Yes
91,Male,Ntchisi,Central,Urban,Corporate,Self Employed,360024,Secondary,11,2496242,715,492532,1,No,10,4,2.6,Good,Yes
83,Female,Nkhotakota,Central,Rural,Corporate,Employed,2230382,Tertiary,22,1364126,772,1327963,6,Yes,3,3,10.5,Poor,No
69,Male,Rumphi,Northern,Urban,Corporate,Self Employed,204757,Primary,27,1350694,446,1521419,1,Yes,13,3,0.8,Fair,Yes
44,Male,Likoma,Northern,Urban,SME,Self Employed,1081742,Tertiary,19,1649524,701,1591002,3,Yes,15,4,3.2,Good,Yes
31,Female,Mulanje,Southern,Urban,SME,Self Employed,610665,Secondary,11,3287898,648,1431288,7,Yes,15,1,3.6,Good,Yes
96,Female,Kasungu,Central,Urban,Corporate,Not Employed,56243,Secondary,2,1945478,835,1745884,6,Yes,14,9,2.6,Good,Yes
41,Female,Chitipa,Northern,Urban,Corporate,Employed,722038,Secondary,11,135880,811,827421,5,Yes,12,5,4.2,Good,Yes
16,Female,Salima,Central,Urban,Corporate,Self Employed,1238760,Tertiary,23,3422608,776,332796,2,Yes,18,2,0.6,Fair,Yes
68,Male,Lilongwe,Central,Semi Urban,Corporate,Employed,212057,Secondary,30,3143034,452,1511354,3,Yes,10,5,9.6,Fair,No
38,Male,Karonga,Northern,Semi Urban,Corporate,Employed,189620,Primary,11,2346941,308,1921558,6,Yes,15,5,7.9,Fair,Yes
85,Male,Rumphi,Northern,Urban,Corporate,Employed,1821817,Tertiary,21,2069740,559,1102859,4,Yes,20,4,1.5,Good,Yes
86,Male,Mzimba,Northern,Semi Urban,Corporate,Employed,163113,Primary,16,1828115,469,1302651,7,Yes,7,5,14.8,Fair,No
65,Male,Machinga,Southern,Semi Urban,Corporate,Employed,440355,Secondary,22,665444,652,1842466,2,Yes,6,3,5.4,Fair,No
55,Male,Mangochi,Southern,Semi Urban,Corporate,Not Employed,83092,Tertiary,11,2011190,625,805295,6,Yes,6,10,7.0,Good,Yes
39,Male,Chitipa,Northern,Urban,Corporate,Self Employed,190337,Primary,4,1126824,300,1711689,2,Yes,11,5,4.4,Fair,Yes
95,Female,Balaka,Southern,Urban,SME,Employed,1428286,Tertiary,25,2584117,658,1418770,3,Yes,17,5,2.3,Good,Yes
30,Female,Balaka,Southern,Urban,Corporate,Employed,241957,Primary,18,2062977,463,1874917,3,Yes,13,3,4.7,Good,Yes
61,Female,Kasungu,Central,Urban,Corporate,Employed,503343,Secondary,18,1942017,566,571798,1,Yes,18,2,1.9,Good,Yes
85,Female,Mangochi,Southern,Urban,Corporate,Self Employed,781309,Tertiary,2,2945606,554,2017363,5,Yes,16,5,2.1,Good,Yes
53,Female,Karonga,Northern,Urban,SME,Employed,217292,Primary,29,2964560,777,1850885,3,Yes,12,5,1.7,Good,Yes
44,Male,Chiradzulu,Southern,Semi Urban,SME,Employed,680822,Secondary,21,3019999,710,700648,1,Yes,7,5,12.4,Fair,Yes
71,Female,Nsanje,Southern,Urban,SME,Self Employed,1591862,Tertiary,5,1462219,838,263409,7,Yes,17,1,3.3,Good,Yes
37,Female,Dowa,Central,Urban,Corporate,Employed,224871,Primary,9,3402734,526,623684,2,Yes,17,1,1.6,Good,Yes
50,Female,Thyolo,Southern,Urban,SME,Employed,184751,Secondary,28,1365240,623,298542,1,Yes,17,4,4.1,Fair,Yes
32,Female,Dedza,Central,Semi Urban,Corporate,Employed,698440,Secondary,20,1147870,592,283091,7,Yes,6,1,7.2,Poor,Yes
59,Male,Rumphi,Northern,Urban,Corporate,Employed,240350,Primary,21,3134865,575,826987,4,Yes,17,5,2.4,Good,Yes
61,Female,Ntchisi,Central,Urban,Corporate,Self Employed,297307,Primary,26,3141770,324,854293,3,Yes,11,1,2.6,Fair,No
68,Male,Ntchisi,Central,Urban,Corporate,Employed,108852,Primary,17,1865385,440,867508,2,Yes,16,2,2.5,Good,Yes
81,Male,Blantyre,Southern,Semi Urban,SME,Employed,241123,Primary,25,3643688,751,397621,1,Yes,13,3,5.1,Poor,No
54,Female,Mangochi,Southern,Urban,Corporate,Employed,591219,Secondary,29,1152097,644,1937010,7,No,10,2,2.3,Good,No
60,Male,Zomba,Southern,Urban,Corporate,Employed,717898,Secondary,11,1639416,508,1167511,5,Yes,13,4,3.5,Good,Yes
44,Female,Likoma,Northern,Urban,SME,Employed,543798,Tertiary,15,1670185,640,1008204,5,Yes,11,4,1.0,Fair,Yes
81,Male,Dedza,Central,Urban,Corporate,Self Employed,140900,Primary,23,2672848,499,1058268,3,Yes,20,4,3.5,Good,Yes
71,Female,Karonga,Northern,Urban,Corporate,Not Employed,75521,Primary,8,1173927,641,1326817,7,Yes,18,9,2.7,Fair,Yes
19,Male,Likoma,Northern,Urban,Corporate,Self Employed,185816,Secondary,7,1155288,760,2192741,1,Yes,16,3,2.5,Good,Yes
72,Male,Zomba,Southern,Semi Urban,SME,Employed,591249,Secondary,14,3733544,687,673155,5,Yes,12,3,7.1,Poor,Yes
86,Female,Chikwawa,Southern,Urban,Corporate,Employed,1277158,Tertiary,2,186018,620,1837313,4,Yes,13,4,3.4,Good,Yes
72,Female,Phalombe,Southern,Rural,Corporate,Employed,288821,Primary,13,1345125,781,1018000,7,Yes,3,5,12.1,Poor,Yes
36,Male,Neno,Southern,Urban,SME,Self Employed,575939,Secondary,28,1793812,799,1404177,3,Yes,15,4,2.4,Good,Yes
59,Male,Nkhata Bay,Northern,Rural,Corporate,Self Employed,913217,Secondary,21,3658231,665,1076855,1,Yes,5,5,10.9,Poor,Yes
94,Male,Phalombe,Southern,Semi Urban,SME,Employed,660788,Tertiary,27,1550929,829,1724083,7,Yes,5,5,11.4,Fair,Yes
66,Male,Mchinji,Central,Semi Urban,Corporate,Self Employed,127300,Primary,28,3350135,576,1171569,2,Yes,5,3,7.4,Good,Yes
70,Male,Likoma,Northern,Semi Urban,Corporate,Employed,627741,Tertiary,23,1228318,492,1115832,6,Yes,13,5,10.6,Good,Yes
93,Male,Thyolo,Southern,Semi Urban,SME,Employed,2089149,Tertiary,27,1338682,803,1428545,4,Yes,7,5,12.3,Fair,Yes
40,Female,Rumphi,Northern,Urban,SME,Self Employed,282900,Primary,1,1287890,815,1934507,2,Yes,15,5,4.2,Fair,Yes
83,Female,Chikwawa,Southern,Semi Urban,Corporate,Employed,356923,Secondary,13,3209046,522,661748,5,Yes,6,5,13.2,Fair,Yes
45,Female,Dedza,Central,Urban,Corporate,Employed,212808,Primary,16,2708584,590,1775744,6,Yes,13,2,4.0,Good,Yes
50,Male,Ntchisi,Central,Semi Urban,Corporate,Self Employed,864344,Secondary,25,3032984,581,802893,1,Yes,12,2,7.0,Poor,Yes
66,Male,Kasungu,Central,Urban,SME,Employed,244445,Primary,6,2716119,631,1648332,5,Yes,12,2,2.4,Poor,Yes
61,Male,Machinga,Southern,Semi Urban,SME,Employed,288865,Secondary,3,3585591,608,443204,3,Yes,9,3,11.9,Good,Yes
82,Female,Dowa,Central,Urban,Corporate,Employed,788873,Secondary,15,1774998,412,1307984,2,Yes,16,4,4.0,Good,No
18,Male,Balaka,Southern,Semi Urban,Corporate,Employed,926112,Secondary,29,1779406,616,702808,7,Yes,10,1,7.2,Fair,Yes
43,Male,Mchinji,Central,Urban,Corporate,Self Employed,41138,Primary,23,2999523,791,1818579,6,Yes,18,10,0.8,Good,Yes
67,Male,Nkhotakota,Central,Urban,Corporate,Employed,1363235,Tertiary,25,3371359,410,2153959,7,Yes,16,5,3.4,Fair,Yes
57,Male,Salima,Central,Semi Urban,Corporate,Employed,274379,Primary,11,1413670,811,2153378,4,No,5,1,5.9,Fair,No
48,Male,Blantyre,Southern,Semi Urban,Corporate,Employed,150991,Primary,8,3418724,608,1379487,6,No,10,5,12.3,Good,No
42,Female,Dowa,Central,Urban,SME,Self Employed,786098,Secondary,3,1339276,654,1677544,2,Yes,14,2,3.2,Fair,Yes
49,Female,Karonga,Northern,Semi Urban,Corporate,Employed,911326,Tertiary,7,388289,727,744865,5,Yes,9,5,12.0,Fair,Yes
62,Male,Thyolo,Southern,Urban,Corporate,Self Employed,1163682,Tertiary,12,3452524,311,550169,1,Yes,19,1,2.2,Poor,Yes
31,Female,Likoma,Northern,Urban,Corporate,Self Employed,130506,Primary,19,3167872,734,1699665,1,No,19,4,3.6,Good,Yes
90,Female,Chiradzulu,Southern,Urban,Corporate,Employed,200162,Secondary,21,1099655,551,1804567,2,Yes,16,3,2.4,Good,Yes
94,Female,Mangochi,Southern,Urban,Corporate,Employed,268165,Primary,6,1407934,330,1620251,6,Yes,16,1,3.7,Fair,Yes
79,Male,Karonga,Northern,Rural,Corporate,Employed,260596,Primary,14,1205326,822,428836,6,Yes,5,3,14.2,Poor,Yes
66,Female,Neno,Southern,Urban,Corporate,Self Employed,802976,Secondary,10,3384513,626,956045,5,No,10,3,2.6,Fair,Yes
50,Female,Karonga,Northern,Urban,Corporate,Not Employed,39835,Primary,23,1452188,669,1557893,7,Yes,12,9,4.4,Good,Yes
54,Female,Karonga,Northern,Semi Urban,Corporate,Self Employed,655644,Secondary,23,1046440,325,101270,1,Yes,13,4,5.3,Good,Yes
58,Female,Salima,Central,Urban,SME,Employed,722084,Secondary,2,2132547,630,1298656,3,Yes,18,2,2.6,Good,Yes
89,Female,Chikwawa,Southern,Urban,Corporate,Self Employed,222423,Primary,13,1025622,317,698318,4,Yes,14,2,2.4,Good,Yes
45,Female,Mulanje,Southern,Semi Urban,SME,Employed,147981,Primary,30,1718415,705,778337,2,Yes,12,5,9.2,Fair,Yes
73,Male,Mwanza,Southern,Urban,SME,Employed,1412242,Tertiary,26,3230371,743,1245692,5,Yes,11,1,4.9,Good,Yes
79,Female,Salima,Central,Semi Urban,Corporate,Self Employed,468911,Secondary,23,411659,732,1143625,2,Yes,9,5,13.1,Good,Yes
43,Male,Chitipa,Northern,Semi Urban,Corporate,Not Employed,52778,Secondary,2,1351868,829,641707,4,Yes,11,9,14.1,Poor,Yes
95,Female,Zomba,Southern,Urban,Corporate,Not Employed,12106,Secondary,16,3190627,730,466549,5,Yes,11,7,3.1,Good,Yes
85,Male,Mzimba,Northern,Semi Urban,Corporate,Employed,692240,Secondary,27,1910896,688,664195,5,No,13,3,7.3,Good,Yes
75,Male,Blantyre,Southern,Urban,Corporate,Self Employed,1416384,Tertiary,3,528437,650,314335,3,Yes,19,1,2.1,Poor,Yes
94,Male,Zomba,Southern,Semi Urban,SME,Self Employed,721986,Secondary,27,2139083,765,2107227,4,Yes,11,5,13.2,Good,Yes
47,Female,Mzimba,Northern,Semi Urban,Corporate,Not Employed,36394,Tertiary,12,3765756,667,1923358,5,Yes,5,8,8.6,Poor,Yes
51,Male,Phalombe,Southern,Urban,SME,Self Employed,1992947,Tertiary,23,3480465,787,599276,4,Yes,20,3,2.0,Good,Yes
64,Male,Chitipa,Northern,Urban,Corporate,Self Employed,809269,Secondary,29,3627023,482,949638,3,Yes,14,5,4.7,Good,Yes
21,Female,Blantyre,Southern,Semi Urban,Corporate,Self Employed,220996,Primary,20,3676933,628,1322716,1,Yes,10,4,13.5,Fair,Yes
43,Female,Zomba,Southern,Semi Urban,Corporate,Employed,525167,Secondary,17,2410454,718,1465332,4,No,10,4,9.8,Fair,Yes
73,Male,Neno,Southern,Urban,Corporate,Employed,891658,Secondary,4,330225,834,317995,1,Yes,16,3,1.5,Fair,Yes
16,Female,Neno,Southern,Semi Urban,Corporate,Self Employed,847814,Tertiary,6,2899123,834,559054,5,Yes,8,5,7.8,Fair,No
42,Male,Chiradzulu,Southern,Semi Urban,SME,Employed,2460893,Tertiary,19,2939997,811,601644,4,Yes,5,3,6.5,Good,Yes
89,Male,Nsanje,Southern,Urban,Corporate,Employed,985439,Secondary,9,3260549,409,1010019,2,Yes,17,1,1.1,Fair,Yes
16,Male,Likoma,Northern,Semi Urban,Corporate,Employed,188253,Primary,30,2175310,709,497951,3,Yes,5,3,13.0,Fair,Yes
44,Male,Rumphi,Northern,Semi Urban,Corporate,Employed,273683,Secondary,14,793181,613,349254,3,Yes,6,1,11.0,Fair,No
70,Male,Kasungu,Central,Urban,Corporate,Employed,259948,Primary,17,2063622,424,2062145,6,Yes,14,4,4.6,Good,Yes
34,Female,Chikwawa,Southern,Urban,SME,Self Employed,223919,Secondary,28,3470293,757,1482193,4,Yes,11,3,2.3,Good,Yes
55,Female,Blantyre,Southern,Semi Urban,Corporate,Self Employed,534861,Secondary,12,2479044,389,1582843,6,Yes,10,2,12.7,Good,Yes
80,Male,Chiradzulu,Southern,Urban,Corporate,Self Employed,920195,Secondary,1,1368721,481,1494302,6,Yes,17,5,2.2,Good,Yes
77,Male,Mchinji,Central,Semi Urban,SME,Employed,1290996,Tertiary,14,2154899,732,1152846,1,Yes,9,5,9.1,Poor,Yes
52,Female,Mzimba,Northern,Urban,Corporate,Self Employed,299134,Secondary,13,3725461,573,191968,3,Yes,11,5,1.8,Good,No
65,Male,Kasungu,Central,Semi Urban,Corporate,Self Employed,219545,Primary,18,1338050,400,1080381,3,Yes,10,5,14.7,Fair,Yes
73,Female,Phalombe,Southern,Urban,Corporate,Employed,1230724,Tertiary,2,3120414,405,372708,7,Yes,12,5,4.8,Poor,Yes
74,Male,Dedza,Central,Urban,Corporate,Employed,283024,Secondary,1,359574,735,1978056,1,Yes,20,2,1.5,Fair,Yes
79,Female,Machinga,Southern,Urban,SME,Employed,615363,Secondary,27,2186304,837,1324224,2,Yes,15,5,1.9,Poor,Yes
21,Female,Likoma,Northern,Urban,Corporate,Employed,794056,Secondary,11,1953924,699,2159377,7,Yes,13,2,2.7,Good,Yes
67,Female,Balaka,Southern,Semi Urban,Corporate,Employed,938271,Secondary,9,2877522,342,1571630,2,Yes,5,1,7.9,Good,Yes
66,Female,Dowa,Central,Urban,Corporate,Self Employed,783472,Tertiary,18,1071267,516,1174819,1,Yes,11,4,1.4,Good,Yes
43,Female,Nkhata Bay,Northern,Semi Urban,SME,Employed,718345,Secondary,16,2539956,809,1349820,5,Yes,14,1,14.1,Good,Yes
89,Female,Mzimba,Northern,Semi Urban,Corporate,Self Employed,184257,Secondary,15,1416857,807,169420,1,No,10,1,13.5,Good,Yes
58,Male,Lilongwe,Central,Semi Urban,Corporate,Self Employed,913195,Secondary,14,236837,605,941537,3,Yes,9,2,8.7,Poor,Yes
57,Female,Phalombe,Southern,Urban,Corporate,Not Employed,66786,Secondary,8,3409232,839,636506,7,Yes,14,10,1.0,Good,Yes
47,Male,Kasungu,Central,Semi Urban,Corporate,Employed,203304,Primary,22,2994744,473,1469169,7,Yes,15,5,7.8,Fair,Yes
95,Male,Rumphi,Northern,Urban,Corporate,Not Employed,44890,Tertiary,19,2412365,647,1808936,1,Yes,16,7,4.8,Good,Yes
92,Male,Mangochi,Southern,Urban,Corporate,Employed,267806,Primary,14,2276025,525,194915,7,Yes,10,1,3.5,Good,Yes
56,Male,Mwanza,Southern,Semi Urban,Corporate,Employed,621988,Secondary,5,3720213,481,724938,2,Yes,9,1,12.6,Fair,Yes
89,Female,Mulanje,Southern,Semi Urban,SME,Employed,160012,Primary,26,3124017,771,108449,2,Yes,5,2,8.5,Good,Yes
36,Female,Mchinji,Central,Urban,Corporate,Employed,155945,Secondary,19,3614661,430,1743653,1,Yes,18,4,3.6,Good,Yes
31,Male,Zomba,Southern,Urban,SME,Employed,225579,Primary,8,3666237,640,887142,2,Yes,10,5,2.7,Good,Yes
66,Male,Mwanza,Southern,Urban,Corporate,Self Employed,802623,Secondary,9,2559374,600,1900514,5,Yes,14,3,4.2,Good,Yes
42,Male,Nkhotakota,Central,Semi Urban,Corporate,Employed,334647,Secondary,4,1348041,779,1198647,1,No,5,4,6.2,Fair,Yes
23,Male,Blantyre,Southern,Urban,Corporate,Self Employed,921512,Secondary,3,2761363,740,1477682,2,Yes,20,4,3.3,Good,Yes
93,Male,Rumphi,Northern,Urban,SME,Self Employed,281356,Primary,26,3344672,714,441695,7,Yes,12,5,3.4,Good,Yes
51,Female,Nkhata Bay,Northern,Urban,SME,Employed,277904,Primary,17,2078633,725,1025840,3,Yes,12,3,3.1,Fair,Yes
79,Male,Chitipa,Northern,Urban,SME,Self Employed,291088,Primary,12,1701941,782,2147441,7,Yes,14,4,0.8,Good,Yes
55,Male,Neno,Southern,Semi Urban,Corporate,Self Employed,327346,Secondary,14,1032547,728,174963,6,No,8,1,9.8,Poor,Yes
31,Male,Thyolo,Southern,Urban,SME,Employed,524246,Secondary,21,1500927,763,1667331,5,Yes,10,2,0.9,Good,Yes
53,Male,Rumphi,Northern,Urban,Corporate,Employed,292059,Primary,7,3699200,794,572325,6,No,17,5,1.3,Fair,Yes
57,Male,Rumphi,Northern,Urban,Corporate,Employed,11334,Primary,4,2221680,795,1455491,5,Yes,14,8,4.8,Good,Yes
94,Female,Lilongwe,Central,Semi Urban,Corporate,Self Employed,185768,Primary,6,219960,628,847742,4,Yes,6,1,14.6,Fair,Yes
67,Male,Nkhata Bay,Northern,Urban,Corporate,Not Employed,82881,Secondary,12,3082514,777,1547751,3,Yes,11,10,1.2,Good,Yes
17,Male,Dedza,Central,Urban,Corporate,Self Employed,266822,Primary,8,3232121,843,1893685,2,Yes,10,5,4.8,Fair,Yes
44,Male,Thyolo,Southern,Semi Urban,Corporate,Not Employed,36340,Secondary,27,1518553,825,2151736,4,Yes,5,6,13.0,Fair,No
51,Male,Rumphi,Northern,Urban,Corporate,Self Employed,209728,Secondary,5,889180,763,219605,1,Yes,15,2,0.7,Fair,Yes
65,Male,Blantyre,Southern,Urban,Corporate,Self Employed,242385,Primary,9,1392953,346,2170716,6,Yes,12,4,2.7,Good,Yes
71,Male,Nkhotakota,Central,Semi Urban,Corporate,Employed,285839,Secondary,13,2092330,635,59531,4,Yes,6,5,7.2,Fair,Yes
71,Female,Phalombe,Southern,Urban,Corporate,Self Employed,297702,Primary,3,2933907,848,2107353,2,No,20,2,3.6,Good,Yes
71,Female,Karonga,Northern,Semi Urban,Corporate,Self Employed,567392,Secondary,20,3335404,689,1514549,1,No,15,3,14.5,Poor,Yes
42,Female,Kasungu,Central,Semi Urban,Corporate,Not Employed,19994,Tertiary,23,1880186,790,1171717,3,Yes,13,10,10.5,Fair,Yes
65,Female,Mulanje,Southern,Semi Urban,Corporate,Employed,37683,Primary,3,1113968,678,694201,1,Yes,10,9,13.7,Fair,Yes
49,Male,Ntchisi,Central,Semi Urban,Corporate,Employed,742417,Secondary,3,2249599,543,1570767,2,Yes,12,3,14.0,Fair,Yes
71,Male,Neno,Southern,Urban,Corporate,Not Employed,18733,Tertiary,10,1934254,734,1861092,4,Yes,11,9,4.3,Fair,Yes
79,Female,Dedza,Central,Urban,Corporate,Self Employed,2334091,Tertiary,16,489201,733,1518493,1,Yes,15,2,2.2,Fair,Yes
90,Male,Chitipa,Northern,Urban,SME,Self Employed,264682,Primary,10,3282299,825,1728568,1,Yes,12,3,1.2,Good,Yes
88,Female,Lilongwe,Central,Rural,Corporate,Employed,1645603,Tertiary,19,1690248,768,1125271,5,Yes,5,3,14.1,Poor,Yes
37,Female,Machinga,Southern,Semi Urban,SME,Employed,930622,Secondary,2,3535421,789,1719001,1,Yes,11,5,12.6,Fair,Yes
30,Male,Mzimba,Northern,Semi Urban,Corporate,Not Employed,31750,Tertiary,27,2898356,817,1035328,5,Yes,7,7,13.5,Fair,Yes
43,Male,Nkhata Bay,Northern,Semi Urban,Corporate,Employed,238691,Primary,8,1143841,338,1646937,6,Yes,12,1,8.7,Fair,Yes
70,Female,Balaka,Southern,Urban,Corporate,Employed,2102549,Tertiary,27,1926829,465,1447943,2,Yes,15,1,3.3,Fair,Yes
28,Female,Mulanje,Southern,Urban,Corporate,Self Employed,115089,Primary,12,2604158,778,804978,4,Yes,12,5,3.8,Poor,Yes
71,Male,Neno,Southern,Urban,Corporate,Employed,763813,Secondary,28,2123899,533,407300,7,Yes,20,2,1.5,Good,Yes
83,Female,Blantyre,Southern,Urban,Corporate,Employed,503578,Secondary,16,3048932,799,2160745,6,No,12,5,4.8,Good,Yes
67,Female,Zomba,Southern,Urban,Corporate,Employed,660069,Secondary,12,3000327,312,579149,3,Yes,13,5,2.0,Fair,Yes
64,Female,Blantyre,Southern,Semi Urban,Corporate,Employed,2462438,Tertiary,16,1196294,534,704585,5,Yes,15,1,7.3,Poor,Yes
21,Male,Balaka,Southern,Semi Urban,Corporate,Self Employed,269016,Primary,27,3464619,774,324935,5,Yes,14,3,8.9,Good,Yes
30,Female,Mulanje,Southern,Urban,Corporate,Self Employed,830651,Tertiary,5,3666232,446,932984,4,Yes,15,3,2.3,Good,Yes
52,Female,Blantyre,Southern,Urban,SME,Employed,944930,Secondary,8,2618698,752,2118258,7,Yes,13,1,4.3,Fair,Yes
18,Male,Chitipa,Northern,Urban,Corporate,Employed,494228,Secondary,7,1370913,816,545890,2,Yes,18,1,4.6,Good,Yes
87,Female,Dedza,Central,Urban,Corporate,Self Employed,692202,Secondary,18,344658,780,309165,1,Yes,18,4,1.0,Fair,Yes
94,Female,Kasungu,Central,Urban,Corporate,Self Employed,188873,Primary,14,1025291,583,1675528,1,Yes,18,4,4.1,Good,Yes
73,Female,Mangochi,Southern,Semi Urban,Corporate,Employed,968281,Secondary,12,3341546,814,632092,7,No,8,2,12.3,Fair,Yes
88,Male,Lilongwe,Central,Urban,Corporate,Employed,235937,Primary,13,2836299,444,1122944,2,Yes,19,1,4.6,Good,No
51,Female,Rumphi,Northern,Urban,Corporate,Employed,244396,Primary,14,145496,773,1329567,6,Yes,17,3,1.2,Fair,Yes
75,Female,Mangochi,Southern,Urban,Corporate,Employed,171178,Primary,4,1686969,585,1483766,3,Yes,17,4,1.1,Poor,Yes
72,Female,Likoma,Northern,Semi Urban,Corporate,Employed,202197,Primary,4,3506641,568,1296363,5,Yes,6,5,7.8,Good,Yes
24,Female,Balaka,Southern,Urban,Corporate,Self Employed,177917,Primary,12,2637361,725,680681,1,Yes,15,4,1.1,Fair,Yes
53,Female,Phalombe,Southern,Urban,SME,Self Employed,535236,Secondary,5,1150958,630,1952762,4,Yes,15,4,2.2,Fair,Yes
32,Female,Karonga,Northern,Urban,SME,Self Employed,2203903,Tertiary,23,1666694,677,404293,2,Yes,12,2,2.7,Fair,No
61,Female,Nkhotakota,Central,Urban,SME,Employed,236089,Secondary,20,3452789,630,1810189,6,Yes,14,2,2.7,Good,Yes
35,Male,Blantyre,Southern,Semi Urban,Corporate,Not Employed,33121,Secondary,26,3276906,704,1372024,5,Yes,6,8,12.1,Good,Yes
50,Female,Mzimba,Northern,Urban,Corporate,Not Employed,34851,Secondary,3,3777780,601,2153355,6,Yes,16,9,3.9,Good,Yes
86,Male,Thyolo,Southern,Semi Urban,Corporate,Self Employed,124107,Primary,25,1627174,398,2110871,3,Yes,6,5,8.0,Fair,Yes
72,Male,Nkhata Bay,Northern,Urban,Corporate,Self Employed,155991,Primary,7,3775284,366,132755,2,Yes,14,5,0.7,Good,Yes
67,Female,Mangochi,Southern,Semi Urban,Corporate,Employed,1158983,Tertiary,8,2504940,544,747161,1,Yes,11,5,5.1,Fair,Yes
30,Female,Machinga,Southern,Urban,Corporate,Employed,24598,Primary,27,1162337,660,1167854,5,Yes,17,7,0.5,Fair,Yes
